Epoch,LR,Loss_Total,Loss_CASSI,Loss_RGB,Val_PSNR,Val_SSIM,Val_SAM,Duration_Sec
332,0.000200,0.019918,0.017420,0.000169,27.8941,0.7279,21.1060,12.03
333,0.000200,0.019674,0.017284,0.000162,27.9049,0.7269,20.9796,12.42
334,0.000200,0.018686,0.016385,0.000156,27.8744,0.7276,21.3042,12.55
335,0.000200,0.019269,0.016909,0.000160,27.9773,0.7280,20.6404,12.43
336,0.000200,0.019387,0.016953,0.000166,27.9509,0.7279,20.9818,11.86
337,0.000200,0.018797,0.016530,0.000155,27.9215,0.7287,20.8704,12.04
338,0.000200,0.018665,0.016386,0.000155,27.9733,0.7297,20.7807,12.31
339,0.000200,0.019256,0.016889,0.000162,27.9431,0.7280,20.9676,12.24
340,0.000200,0.018938,0.016682,0.000154,27.9348,0.7285,20.9704,12.09
341,0.000200,0.019739,0.017390,0.000161,27.9747,0.7285,20.7639,12.18
342,0.000200,0.019724,0.017351,0.000163,27.9213,0.7282,21.3218,11.87
343,0.000200,0.019475,0.017050,0.000166,27.9978,0.7295,20.6253,12.13
344,0.000200,0.019023,0.016740,0.000157,27.9627,0.7293,21.1591,12.00
345,0.000200,0.019041,0.016680,0.000162,28.0193,0.7291,20.4685,12.18
346,0.000200,0.019505,0.017124,0.000164,28.0089,0.7303,20.7499,12.37
347,0.000200,0.019392,0.017075,0.000160,27.9984,0.7295,20.5028,11.93
348,0.000200,0.019957,0.017510,0.000169,28.0070,0.7298,20.7235,12.15
349,0.000200,0.018922,0.016657,0.000156,27.9277,0.7294,20.9485,12.12
350,0.000200,0.018597,0.016374,0.000154,28.0249,0.7308,20.8383,12.02
351,0.000200,0.019336,0.017035,0.000159,27.9899,0.7305,20.8600,12.09
352,0.000200,0.019509,0.017173,0.000162,27.9928,0.7306,20.9270,12.09
353,0.000200,0.018609,0.016352,0.000157,27.9376,0.7295,21.2313,12.35
354,0.000200,0.018298,0.016108,0.000152,28.0358,0.7319,20.6413,12.14
355,0.000200,0.019061,0.016717,0.000163,27.9140,0.7300,21.7170,11.93
356,0.000200,0.018772,0.016576,0.000153,27.9822,0.7314,20.6270,12.31
357,0.000200,0.018970,0.016664,0.000161,28.0229,0.7311,20.9429,12.11
358,0.000200,0.018722,0.016468,0.000157,27.9608,0.7316,20.7682,11.98
359,0.000200,0.018653,0.016403,0.000157,28.0316,0.7320,20.8914,11.88
360,0.000200,0.018515,0.016326,0.000153,28.0196,0.7306,20.6318,12.03
361,0.000200,0.018904,0.016640,0.000158,28.0008,0.7309,20.9683,11.96
362,0.000200,0.019031,0.016814,0.000155,28.1568,0.7318,20.2039,12.31
363,0.000200,0.019318,0.017070,0.000158,27.9885,0.7310,20.5825,12.32
364,0.000200,0.018668,0.016415,0.000158,27.9687,0.7311,20.8950,12.33
365,0.000200,0.018461,0.016250,0.000155,28.0702,0.7322,20.6199,12.08
366,0.000200,0.018601,0.016455,0.000151,27.9641,0.7315,21.2353,12.16
367,0.000200,0.018520,0.016278,0.000158,28.0082,0.7322,20.6633,12.52
368,0.000200,0.018353,0.016155,0.000155,28.0472,0.7335,21.0009,12.35
369,0.000200,0.018640,0.016435,0.000156,28.0599,0.7321,20.4413,12.64
370,0.000200,0.018483,0.016256,0.000157,28.0906,0.7326,20.8063,12.03
371,0.000200,0.018484,0.016285,0.000156,27.9846,0.7315,20.9559,10.38
372,0.000200,0.018328,0.016161,0.000153,28.0522,0.7337,20.8932,10.37
373,0.000200,0.018798,0.016593,0.000156,28.1523,0.7330,20.3471,10.21
374,0.000200,0.018955,0.016705,0.000160,27.9699,0.7318,21.4519,10.17
375,0.000200,0.018423,0.016285,0.000152,28.0860,0.7319,20.2944,10.18
376,0.000200,0.018699,0.016430,0.000161,28.1132,0.7340,20.6152,10.17
377,0.000200,0.018472,0.016308,0.000154,28.0720,0.7339,20.6852,10.43
378,0.000200,0.017928,0.015807,0.000151,28.0519,0.7329,20.9795,9.98
379,0.000200,0.018926,0.016735,0.000156,28.1168,0.7333,20.2040,9.93
380,0.000200,0.018964,0.016698,0.000162,28.0317,0.7329,21.1109,10.01
381,0.000200,0.018990,0.016811,0.000156,28.0736,0.7341,20.4833,10.14
382,0.000200,0.018263,0.016095,0.000155,28.0864,0.7354,20.7403,9.93
383,0.000200,0.018298,0.016197,0.000151,28.0271,0.7330,21.0194,10.05
384,0.000200,0.018173,0.016084,0.000150,28.1028,0.7342,20.6418,10.19
385,0.000200,0.017757,0.015708,0.000147,28.0352,0.7348,20.8720,10.20
386,0.000200,0.017988,0.015906,0.000150,28.0258,0.7351,21.1559,10.18
387,0.000200,0.019050,0.016803,0.000162,28.0365,0.7340,21.1455,10.01
388,0.000200,0.019005,0.016860,0.000155,28.1528,0.7331,20.2809,10.17
389,0.000200,0.018577,0.016404,0.000157,28.1563,0.7357,20.2546,10.16
390,0.000200,0.018572,0.016372,0.000159,28.0340,0.7338,21.4427,11.70
391,0.000200,0.017882,0.015835,0.000148,28.0985,0.7346,20.2448,12.21
392,0.000200,0.018280,0.016178,0.000152,28.0946,0.7360,20.8284,12.00
393,0.000200,0.017912,0.015801,0.000153,28.1199,0.7341,20.6339,12.23
394,0.000200,0.017380,0.015348,0.000148,28.0511,0.7367,20.9409,12.11
395,0.000200,0.017852,0.015805,0.000149,28.1524,0.7347,20.5076,12.33
396,0.000200,0.017654,0.015613,0.000149,28.1924,0.7363,20.3283,12.30
397,0.000200,0.017752,0.015717,0.000148,28.1413,0.7372,20.8201,12.21
398,0.000200,0.018002,0.015881,0.000155,28.0462,0.7351,21.0899,12.20
399,0.000200,0.017644,0.015600,0.000149,28.0588,0.7352,21.0539,11.99
400,0.000200,0.017832,0.015759,0.000152,28.1934,0.7370,20.3783,12.17
401,0.000200,0.017940,0.015868,0.000152,28.1564,0.7373,20.5979,12.21
402,0.000200,0.018052,0.016004,0.000150,28.1649,0.7374,20.3442,12.16
403,0.000200,0.017747,0.015709,0.000150,28.1480,0.7377,20.6176,12.21
404,0.000200,0.018333,0.016222,0.000155,28.0709,0.7373,20.7205,12.17
405,0.000200,0.017955,0.015839,0.000156,28.1744,0.7383,20.7108,12.19
406,0.000200,0.017599,0.015552,0.000151,28.1516,0.7378,20.7385,12.27
407,0.000200,0.017880,0.015840,0.000150,28.1223,0.7355,20.5531,12.18
408,0.000200,0.017723,0.015713,0.000148,28.1847,0.7378,20.5839,12.49
409,0.000200,0.017552,0.015555,0.000148,28.1646,0.7383,20.3990,12.51
410,0.000200,0.017386,0.015368,0.000149,28.1078,0.7364,21.3759,12.37
411,0.000200,0.018348,0.016228,0.000157,28.1808,0.7368,20.2932,11.97
412,0.000200,0.017272,0.015323,0.000144,28.1994,0.7381,20.4069,12.39
413,0.000200,0.018457,0.016340,0.000157,28.2359,0.7394,20.4578,12.53
414,0.000200,0.018163,0.016133,0.000151,28.1396,0.7400,20.6125,10.73
415,0.000200,0.018264,0.016225,0.000152,28.2020,0.7374,20.1372,10.14
416,0.000200,0.017460,0.015505,0.000146,28.2157,0.7384,20.4687,10.01
417,0.000200,0.018669,0.016610,0.000154,28.2241,0.7388,20.8920,10.31
418,0.000200,0.018061,0.016086,0.000147,28.0256,0.7366,21.3434,9.97
419,0.000200,0.018068,0.016007,0.000154,28.2476,0.7370,20.0210,9.98
420,0.000200,0.017650,0.015629,0.000151,28.1775,0.7386,20.6485,10.02
421,0.000200,0.018537,0.016407,0.000160,28.2164,0.7383,20.2112,10.20
422,0.000200,0.017381,0.015437,0.000146,28.2039,0.7391,20.8636,10.29
423,0.000200,0.017327,0.015359,0.000148,28.1025,0.7384,21.1107,10.19
424,0.000200,0.017450,0.015481,0.000148,28.1676,0.7381,20.7234,10.24
425,0.000200,0.017385,0.015388,0.000150,28.2511,0.7408,20.3116,10.34
426,0.000200,0.017133,0.015175,0.000148,28.1872,0.7403,20.7193,10.60
427,0.000200,0.017279,0.015365,0.000144,28.1337,0.7385,21.0215,10.37
428,0.000200,0.016987,0.015080,0.000144,28.2715,0.7415,20.2514,10.60
429,0.000200,0.017127,0.015191,0.000146,28.1404,0.7384,21.1207,9.92
430,0.000200,0.017185,0.015218,0.000149,28.2547,0.7400,20.2882,10.17
431,0.000200,0.018050,0.016024,0.000154,28.2600,0.7405,20.4791,10.22
432,0.000200,0.018321,0.016336,0.000151,28.1578,0.7415,20.5971,10.15
433,0.000200,0.018372,0.016284,0.000159,28.1599,0.7395,21.1749,10.38
434,0.000200,0.017593,0.015646,0.000148,28.2484,0.7406,20.3192,10.17
435,0.000200,0.017495,0.015494,0.000152,28.3211,0.7420,20.0208,10.19
436,0.000200,0.017419,0.015449,0.000150,28.2589,0.7414,20.5457,10.19
437,0.000200,0.018009,0.016006,0.000153,28.1668,0.7407,20.7253,10.45
438,0.000200,0.017644,0.015719,0.000147,28.1404,0.7376,21.4873,10.33
439,0.000200,0.018226,0.016286,0.000149,28.2991,0.7361,19.6800,10.40
440,0.000200,0.017937,0.015941,0.000153,28.2642,0.7425,20.5004,10.32
441,0.000200,0.017646,0.015701,0.000149,28.2795,0.7409,20.1772,10.22
442,0.000200,0.017120,0.015208,0.000147,28.3278,0.7425,20.0375,10.32
443,0.000200,0.017139,0.015250,0.000145,28.2322,0.7431,20.4674,10.33
444,0.000200,0.017368,0.015441,0.000148,28.2168,0.7423,20.9821,10.17
445,0.000200,0.017256,0.015359,0.000146,28.2537,0.7425,20.6819,10.20
446,0.000200,0.017243,0.015341,0.000147,28.2716,0.7420,20.0392,10.20
447,0.000200,0.017299,0.015378,0.000148,28.2479,0.7429,20.2511,10.08
448,0.000200,0.017481,0.015535,0.000151,28.2904,0.7427,20.3682,10.23
449,0.000200,0.017152,0.015278,0.000145,28.2944,0.7419,19.9465,10.39
450,0.000200,0.016979,0.015074,0.000148,28.2806,0.7430,20.9005,10.38
451,0.000200,0.016695,0.014878,0.000141,28.1164,0.7417,21.5086,10.43
452,0.000200,0.017894,0.015937,0.000152,28.1744,0.7420,20.7289,10.13
453,0.000200,0.018353,0.016352,0.000156,28.2797,0.7418,20.5920,10.23
454,0.000200,0.017624,0.015660,0.000153,28.2641,0.7441,20.3839,10.14
455,0.000200,0.016839,0.015004,0.000143,28.3000,0.7430,19.9808,10.18
456,0.000200,0.016918,0.015055,0.000146,28.2668,0.7438,20.5340,10.19
457,0.000200,0.016568,0.014731,0.000144,28.3886,0.7421,19.6352,10.23
458,0.000200,0.016769,0.014962,0.000142,28.3011,0.7436,20.7918,10.39
459,0.000200,0.017187,0.015377,0.000142,28.1463,0.7436,21.1317,10.11
460,0.000200,0.017028,0.015193,0.000144,28.2864,0.7439,20.3277,10.02
461,0.000200,0.016913,0.015042,0.000147,28.3401,0.7453,20.2668,10.32
462,0.000200,0.016365,0.014567,0.000142,28.3479,0.7446,20.4426,10.17
463,0.000200,0.016249,0.014461,0.000141,28.2161,0.7437,21.1553,10.23
464,0.000200,0.016482,0.014672,0.000143,28.2723,0.7457,20.4759,10.15
465,0.000200,0.017193,0.015391,0.000142,28.3552,0.7419,20.0095,10.18
466,0.000200,0.017495,0.015614,0.000149,28.3386,0.7452,19.8694,10.23
467,0.000200,0.016985,0.015195,0.000142,28.2574,0.7461,20.6141,10.42
468,0.000200,0.016854,0.015050,0.000143,28.3009,0.7439,20.0279,10.39
469,0.000200,0.017235,0.015367,0.000148,28.3555,0.7441,20.2069,10.38
470,0.000200,0.016395,0.014609,0.000142,28.3768,0.7460,19.8665,10.13
471,0.000200,0.016414,0.014632,0.000142,28.3801,0.7469,20.1457,10.09
472,0.000200,0.016497,0.014693,0.000144,28.3556,0.7460,20.3848,10.18
473,0.000200,0.016669,0.014884,0.000143,28.2078,0.7441,21.3495,10.17
474,0.000200,0.016662,0.014881,0.000142,28.4246,0.7468,20.1576,10.24
475,0.000200,0.016778,0.015020,0.000141,28.3197,0.7478,20.1671,9.91
476,0.000200,0.017980,0.016122,0.000149,28.4781,0.7455,19.6331,12.16
477,0.000200,0.016691,0.014934,0.000141,28.3649,0.7468,20.0393,12.36
478,0.000200,0.016576,0.014799,0.000143,28.3893,0.7472,20.3162,11.88
479,0.000200,0.016224,0.014476,0.000141,28.3592,0.7482,20.6791,12.08
480,0.000200,0.016501,0.014730,0.000143,28.4586,0.7465,19.4773,12.42
481,0.000200,0.016825,0.015041,0.000144,28.4578,0.7492,19.5407,12.34
482,0.000200,0.016668,0.014932,0.000140,28.4880,0.7481,19.5468,12.24
483,0.000200,0.017041,0.015176,0.000151,28.3506,0.7489,20.3374,12.49
484,0.000200,0.016404,0.014674,0.000140,28.4502,0.7491,20.3717,12.33
485,0.000200,0.016386,0.014653,0.000141,28.3641,0.7478,20.1045,12.31
486,0.000200,0.016123,0.014412,0.000139,28.3940,0.7465,20.1708,12.10
487,0.000200,0.016052,0.014327,0.000140,28.4159,0.7490,20.2798,12.12
488,0.000200,0.016658,0.014910,0.000142,28.2646,0.7446,21.8587,12.23
489,0.000200,0.016375,0.014619,0.000143,28.3340,0.7474,20.1891,12.13
490,0.000200,0.016404,0.014627,0.000145,28.3461,0.7485,20.1909,12.11
491,0.000200,0.015944,0.014254,0.000138,28.4809,0.7496,19.5222,12.21
492,0.000200,0.016557,0.014782,0.000145,28.4607,0.7487,19.7425,12.44
493,0.000200,0.016619,0.014894,0.000141,28.4150,0.7509,19.9668,12.52
494,0.000200,0.016307,0.014583,0.000141,28.4509,0.7508,20.1231,12.49
495,0.000200,0.016360,0.014656,0.000140,28.4125,0.7495,20.5584,12.43
496,0.000200,0.016413,0.014689,0.000142,28.4715,0.7504,19.8770,11.99
497,0.000200,0.016198,0.014496,0.000140,28.4805,0.7521,19.7606,12.48
498,0.000200,0.015823,0.014144,0.000139,28.4471,0.7511,20.5105,12.29
499,0.000200,0.016149,0.014471,0.000139,28.4228,0.7516,20.2634,12.15
500,0.000200,0.016230,0.014498,0.000143,28.4220,0.7499,20.4052,12.20
501,0.000200,0.015711,0.014053,0.000137,28.5144,0.7514,19.5347,12.21
502,0.000200,0.016134,0.014448,0.000140,28.4714,0.7519,19.7410,12.16
503,0.000200,0.016561,0.014771,0.000149,28.4128,0.7522,20.1862,12.07
504,0.000200,0.015920,0.014248,0.000139,28.4510,0.7504,20.2701,12.12
505,0.000200,0.015667,0.014028,0.000136,28.2782,0.7499,20.9678,12.20
506,0.000200,0.017464,0.015699,0.000147,28.4750,0.7492,19.6983,12.45
507,0.000200,0.018735,0.017022,0.000143,28.3506,0.7509,20.4186,12.32
508,0.000200,0.016622,0.014916,0.000143,28.4608,0.7500,19.6624,12.63
509,0.000200,0.015747,0.014099,0.000138,28.4088,0.7504,20.7724,12.54
510,0.000200,0.016157,0.014489,0.000140,28.4087,0.7515,20.3632,12.55
511,0.000200,0.016153,0.014456,0.000142,28.3543,0.7490,20.7366,12.28
512,0.000200,0.016232,0.014617,0.000136,28.5069,0.7483,19.1528,12.53
513,0.000200,0.017458,0.015727,0.000146,28.5536,0.7529,19.4761,12.12
514,0.000200,0.016779,0.015076,0.000143,28.4543,0.7520,20.7013,12.10
515,0.000200,0.016083,0.014428,0.000140,28.4344,0.7529,20.0151,12.28
516,0.000200,0.015672,0.014027,0.000139,28.4954,0.7546,19.5360,12.49
517,0.000200,0.015441,0.013823,0.000137,28.2679,0.7478,21.4559,12.52
518,0.000200,0.016299,0.014610,0.000143,28.3450,0.7520,21.1955,12.19
519,0.000200,0.016695,0.015014,0.000143,28.5663,0.7517,19.3147,12.17
520,0.000200,0.016630,0.014996,0.000139,28.3587,0.7529,19.6457,12.63
521,0.000200,0.017848,0.016197,0.000140,28.5829,0.7509,19.3010,12.42
522,0.000200,0.018546,0.016713,0.000156,28.4246,0.7481,19.9575,12.44
523,0.000200,0.016919,0.015156,0.000150,28.4768,0.7494,19.5731,12.67
524,0.000200,0.016530,0.014899,0.000139,28.5954,0.7545,19.5347,12.27
525,0.000200,0.015785,0.014171,0.000138,28.5569,0.7533,19.6086,12.28
526,0.000200,0.015505,0.013900,0.000137,28.4399,0.7546,20.5815,12.50
527,0.000200,0.015831,0.014276,0.000133,28.4803,0.7551,19.9460,12.40
528,0.000200,0.016349,0.014669,0.000144,28.4883,0.7570,19.6042,12.58
529,0.000200,0.018430,0.016724,0.000147,28.6319,0.7518,19.2577,12.49
530,0.000200,0.016417,0.014712,0.000147,28.5273,0.7555,20.0356,12.43
531,0.000200,0.015406,0.013853,0.000134,28.4023,0.7549,20.2892,12.22
532,0.000200,0.016048,0.014390,0.000143,28.4142,0.7545,20.3593,12.50
533,0.000200,0.016710,0.015079,0.000141,28.1888,0.7496,21.8660,12.42
534,0.000200,0.018269,0.016519,0.000151,28.3738,0.7566,20.3817,12.31
535,0.000200,0.017810,0.016182,0.000141,28.4688,0.7477,20.9310,12.39
536,0.000200,0.016781,0.015137,0.000143,28.5265,0.7550,20.3373,12.10
537,0.000200,0.016687,0.015039,0.000143,28.5861,0.7550,19.5125,11.98
538,0.000200,0.017088,0.015411,0.000146,28.3224,0.7524,21.2609,12.16
539,0.000200,0.017474,0.015855,0.000141,28.6359,0.7534,19.1264,12.30
540,0.000200,0.018790,0.017087,0.000149,28.5590,0.7538,19.3901,12.59
541,0.000200,0.018005,0.016334,0.000146,28.6116,0.7515,18.6962,12.24
542,0.000200,0.017023,0.015392,0.000143,28.4292,0.7546,19.3675,12.31
543,0.000200,0.017948,0.016223,0.000151,28.6255,0.7545,19.4897,12.39
544,0.000200,0.015910,0.014302,0.000141,28.5386,0.7575,20.2165,12.44
545,0.000200,0.015652,0.014104,0.000136,28.6130,0.7557,19.7933,12.21
546,0.000200,0.016444,0.014815,0.000143,28.4987,0.7579,19.9399,12.29
547,0.000200,0.016473,0.014838,0.000144,28.5132,0.7557,20.1729,12.13
548,0.000200,0.015564,0.014006,0.000138,28.5177,0.7578,20.0379,12.71
549,0.000200,0.015872,0.014328,0.000136,28.5104,0.7555,20.6201,10.44
550,0.000200,0.016700,0.015116,0.000140,28.4770,0.7567,20.3353,10.38
551,0.000200,0.016967,0.015382,0.000140,28.3251,0.7571,20.7269,10.66
552,0.000200,0.018231,0.016583,0.000146,28.6147,0.7543,20.5014,10.14
553,0.000200,0.017129,0.015504,0.000144,28.4209,0.7573,20.0504,10.20
554,0.000200,0.015817,0.014256,0.000139,28.5814,0.7564,19.3380,9.98
555,0.000200,0.016919,0.015381,0.000137,28.3412,0.7573,20.9279,10.23
556,0.000200,0.017097,0.015461,0.000146,28.5492,0.7542,20.8487,10.35
557,0.000200,0.016416,0.014865,0.000139,28.4746,0.7574,19.9388,10.18
558,0.000200,0.017805,0.016217,0.000142,28.6390,0.7561,18.9041,10.17
559,0.000200,0.017064,0.015491,0.000141,28.5238,0.7585,19.9525,11.87
560,0.000200,0.016335,0.014788,0.000139,28.5514,0.7549,20.6636,12.20
561,0.000200,0.017850,0.016202,0.000148,28.4815,0.7566,19.6635,12.36
562,0.000200,0.015747,0.014234,0.000136,28.5873,0.7569,19.0595,12.32
563,0.000200,0.015778,0.014199,0.000142,28.5402,0.7575,20.1000,10.48
564,0.000200,0.015574,0.014088,0.000134,28.5301,0.7591,20.1004,10.29
565,0.000200,0.014851,0.013349,0.000136,28.6418,0.7603,19.7694,9.82
566,0.000200,0.015253,0.013745,0.000137,28.6586,0.7623,19.4773,10.05
567,0.000200,0.015102,0.013592,0.000137,28.6167,0.7614,19.8440,10.22
568,0.000200,0.015071,0.013601,0.000133,28.6282,0.7598,19.6864,10.19
569,0.000200,0.014970,0.013456,0.000138,28.4444,0.7611,19.9929,9.98
570,0.000200,0.014512,0.013070,0.000131,28.3752,0.7566,20.9427,10.20
571,0.000200,0.015424,0.013918,0.000137,28.2614,0.7598,20.4241,10.09
572,0.000200,0.015535,0.014026,0.000138,28.6632,0.7587,18.8163,10.19
573,0.000200,0.015711,0.014245,0.000134,28.5954,0.7616,19.2383,10.19
574,0.000200,0.015201,0.013700,0.000137,28.7486,0.7611,19.3423,10.44
575,0.000200,0.015078,0.013620,0.000134,28.7853,0.7621,18.8849,11.98
576,0.000200,0.014972,0.013515,0.000134,28.7290,0.7619,19.0501,11.98
577,0.000200,0.014471,0.013016,0.000134,28.6909,0.7624,19.4973,12.23
578,0.000200,0.014704,0.013269,0.000132,28.7191,0.7625,19.5318,12.35
579,0.000200,0.014893,0.013484,0.000130,28.7506,0.7630,18.8448,12.18
580,0.000200,0.014690,0.013289,0.000129,28.5937,0.7627,19.6417,12.41
581,0.000200,0.016662,0.015165,0.000139,28.7463,0.7631,19.6276,11.85
582,0.000200,0.016816,0.015332,0.000137,28.7669,0.7615,19.7831,12.21
583,0.000200,0.020537,0.018897,0.000152,28.5928,0.7582,20.4618,12.76
584,0.000200,0.019262,0.017457,0.000168,28.2408,0.7611,21.0005,12.52
585,0.000200,0.026533,0.024673,0.000173,28.4370,0.7500,20.2439,12.33
586,0.000200,0.023004,0.021171,0.000171,28.3280,0.7582,19.6481,12.14
587,0.000200,0.017063,0.015389,0.000156,28.4234,0.7558,18.9468,12.07
588,0.000200,0.016248,0.014713,0.000143,28.6594,0.7575,19.6697,12.37
589,0.000200,0.015809,0.014296,0.000142,28.7635,0.7614,19.0965,12.49
590,0.000200,0.015877,0.014408,0.000138,28.7163,0.7638,19.3759,12.05
591,0.000200,0.016088,0.014545,0.000145,28.6944,0.7596,19.5729,12.09
592,0.000200,0.015885,0.014370,0.000142,28.6593,0.7638,19.7021,12.22
593,0.000200,0.015049,0.013602,0.000136,28.8247,0.7638,19.0726,12.32
594,0.000200,0.014999,0.013565,0.000135,28.4158,0.7603,20.7080,12.43
595,0.000200,0.014802,0.013352,0.000137,28.5404,0.7627,20.0699,12.18
596,0.000200,0.014556,0.013143,0.000134,28.5104,0.7657,19.8759,12.40
597,0.000200,0.015165,0.013705,0.000138,28.8074,0.7667,19.1094,12.05
598,0.000200,0.014621,0.013248,0.000130,28.7571,0.7664,19.7280,12.53
599,0.000200,0.014573,0.013181,0.000132,28.8481,0.7652,19.7313,12.35
600,0.000040,0.015532,0.014094,0.000137,28.8057,0.7674,19.1830,12.31
601,0.000040,0.014493,0.013140,0.000129,28.6601,0.7657,19.5380,12.37
602,0.000040,0.014197,0.012841,0.000129,28.8044,0.7675,19.1695,12.37
603,0.000040,0.014173,0.012851,0.000126,28.7654,0.7659,19.1812,12.39
604,0.000040,0.014272,0.012887,0.000133,28.7237,0.7667,19.5862,12.43
605,0.000040,0.014131,0.012791,0.000128,28.7729,0.7672,19.2918,12.52
606,0.000040,0.013818,0.012485,0.000128,28.7633,0.7671,19.3569,12.00
607,0.000040,0.014369,0.012987,0.000133,28.7441,0.7670,19.4753,12.43
608,0.000040,0.014229,0.012838,0.000134,28.7716,0.7677,19.1900,12.31
609,0.000040,0.014377,0.012991,0.000134,28.7688,0.7680,19.2597,12.12
610,0.000040,0.013782,0.012460,0.000128,28.7767,0.7680,19.2046,12.10
611,0.000040,0.014137,0.012809,0.000129,28.7509,0.7677,19.3953,12.46
612,0.000040,0.014426,0.013052,0.000133,28.7596,0.7668,19.3237,12.64
613,0.000040,0.013905,0.012607,0.000126,28.8189,0.7684,19.1123,12.58
614,0.000040,0.014207,0.012867,0.000130,28.7612,0.7674,19.2505,12.42
615,0.000040,0.013802,0.012494,0.000127,28.7926,0.7680,19.2600,12.32
616,0.000040,0.014079,0.012759,0.000129,28.7734,0.7680,19.2498,12.18
617,0.000040,0.014121,0.012792,0.000130,28.7491,0.7677,19.4209,12.66
618,0.000040,0.014346,0.012998,0.000132,28.7963,0.7682,19.1067,12.43
619,0.000040,0.013912,0.012598,0.000129,28.7284,0.7674,19.5676,12.38
620,0.000040,0.013880,0.012578,0.000128,28.7942,0.7684,19.2723,12.17
621,0.000040,0.013699,0.012410,0.000127,28.7871,0.7683,19.2613,12.67
622,0.000040,0.013909,0.012619,0.000127,28.7904,0.7684,19.2532,12.54
623,0.000040,0.013905,0.012620,0.000127,28.7795,0.7682,19.2041,12.36
624,0.000040,0.014104,0.012790,0.000130,28.7835,0.7675,19.3651,12.51
625,0.000040,0.013953,0.012656,0.000128,28.7727,0.7686,19.1838,12.63
626,0.000040,0.014223,0.012891,0.000132,28.7968,0.7681,19.1626,12.19
627,0.000040,0.013888,0.012584,0.000129,28.7790,0.7673,19.3699,12.34
628,0.000040,0.013900,0.012605,0.000129,28.8049,0.7688,19.1576,12.18
629,0.000040,0.013865,0.012588,0.000127,28.7778,0.7680,19.3267,12.25
630,0.000040,0.013834,0.012548,0.000128,28.7387,0.7681,19.4983,12.10
631,0.000040,0.014416,0.013060,0.000135,28.8337,0.7685,19.2267,12.34
632,0.000040,0.014037,0.012752,0.000128,28.8216,0.7687,19.0105,10.45
633,0.000040,0.013816,0.012561,0.000126,28.7849,0.7689,19.3573,10.17
634,0.000040,0.013803,0.012531,0.000128,28.8013,0.7690,19.1824,10.18
635,0.000040,0.013658,0.012400,0.000126,28.7804,0.7682,19.2388,10.17
636,0.000040,0.013970,0.012692,0.000129,28.8226,0.7694,19.1459,10.08
637,0.000040,0.013707,0.012445,0.000127,28.7976,0.7689,19.1352,12.44
638,0.000040,0.013909,0.012618,0.000130,28.7894,0.7690,19.3498,12.43
639,0.000040,0.013675,0.012430,0.000126,28.7894,0.7693,19.1661,12.47
640,0.000040,0.014834,0.013439,0.000141,28.7974,0.7689,19.2828,12.32
641,0.000040,0.013992,0.012715,0.000130,28.8207,0.7689,19.0838,12.23
642,0.000040,0.013803,0.012576,0.000125,28.7868,0.7685,19.2453,12.36
643,0.000040,0.013474,0.012240,0.000126,28.7953,0.7695,19.3458,12.11
644,0.000040,0.013936,0.012683,0.000128,28.8044,0.7688,19.1673,10.15
645,0.000040,0.013411,0.012178,0.000126,28.8027,0.7689,19.3125,10.20
646,0.000040,0.013638,0.012404,0.000126,28.7984,0.7696,19.2146,10.40
647,0.000040,0.013839,0.012575,0.000129,28.7854,0.7697,19.2394,10.36
648,0.000040,0.014099,0.012797,0.000134,28.7851,0.7684,19.3429,10.06
649,0.000040,0.013575,0.012360,0.000125,28.8647,0.7700,18.9261,10.28
650,0.000040,0.013853,0.012580,0.000131,28.7289,0.7682,19.4689,10.02
651,0.000040,0.013869,0.012625,0.000128,28.7780,0.7697,19.4692,10.34
652,0.000040,0.013912,0.012661,0.000129,28.7987,0.7689,19.2379,10.22
653,0.000040,0.013829,0.012582,0.000129,28.8015,0.7699,19.1971,10.18
654,0.000040,0.013843,0.012596,0.000129,28.8039,0.7694,19.2518,10.13
655,0.000040,0.013325,0.012116,0.000125,28.7832,0.7697,19.2969,10.08
656,0.000040,0.013840,0.012595,0.000129,28.8039,0.7695,19.3003,10.90
657,0.000040,0.013711,0.012489,0.000127,28.8031,0.7697,19.3223,10.20
658,0.000040,0.013846,0.012610,0.000129,28.8675,0.7698,18.8943,9.89
659,0.000040,0.014089,0.012818,0.000133,28.7338,0.7690,19.4590,10.06
660,0.000040,0.013558,0.012334,0.000128,28.8434,0.7709,19.0844,9.80
661,0.000040,0.013505,0.012303,0.000126,28.7998,0.7697,19.1403,10.12
662,0.000040,0.013921,0.012671,0.000131,28.7837,0.7701,19.4204,10.26
663,0.000040,0.013949,0.012720,0.000129,28.8390,0.7698,19.0347,10.13
664,0.000040,0.013604,0.012387,0.000128,28.7729,0.7698,19.3716,10.20
665,0.000040,0.014560,0.013238,0.000139,28.8679,0.7703,19.0896,10.19
666,0.000040,0.013745,0.012526,0.000129,28.8052,0.7696,19.1179,10.17
667,0.000040,0.013934,0.012687,0.000132,28.8651,0.7705,18.9963,9.86
668,0.000040,0.014666,0.013296,0.000145,28.7689,0.7694,19.5673,10.35
669,0.000040,0.014009,0.012789,0.000130,28.8041,0.7702,19.1283,10.35
670,0.000040,0.013905,0.012669,0.000132,28.8082,0.7704,19.2811,10.16
