Epoch,LR,Loss_Total,Loss_CASSI,Loss_RGB,Val_PSNR,Val_SSIM,Val_SAM,Duration_Sec
671,0.000040,0.014018,0.012792,0.000131,28.8156,0.7703,19.1246,10.11
672,0.000040,0.013652,0.012450,0.000128,28.8601,0.7709,18.9574,10.37
673,0.000040,0.014121,0.012886,0.000132,28.7785,0.7696,19.2862,10.21
674,0.000040,0.013970,0.012726,0.000133,28.8573,0.7699,19.1916,12.43
675,0.000040,0.013645,0.012452,0.000128,28.7896,0.7698,19.2068,12.17
676,0.000040,0.013607,0.012438,0.000126,28.8474,0.7706,19.1080,12.81
677,0.000040,0.014152,0.012885,0.000136,28.8628,0.7699,19.0180,12.92
678,0.000040,0.013391,0.012232,0.000125,28.7987,0.7703,19.3269,12.22
679,0.000040,0.013236,0.012093,0.000123,28.8476,0.7716,18.9591,12.29
680,0.000040,0.013417,0.012257,0.000125,28.8211,0.7706,19.2636,12.08
681,0.000040,0.013828,0.012636,0.000129,28.8262,0.7708,19.2042,12.63
682,0.000040,0.013784,0.012590,0.000130,28.8869,0.7708,19.0272,12.50
683,0.000040,0.013796,0.012593,0.000131,28.8074,0.7706,19.2495,12.08
684,0.000040,0.013622,0.012478,0.000125,28.8829,0.7716,18.8309,12.15
685,0.000040,0.013604,0.012425,0.000129,28.7679,0.7699,19.5308,12.33
686,0.000040,0.013561,0.012376,0.000130,28.7921,0.7709,19.1692,12.05
687,0.000040,0.013669,0.012468,0.000132,28.8529,0.7713,19.1810,12.41
688,0.000040,0.013470,0.012320,0.000126,28.7846,0.7701,19.3833,12.53
689,0.000040,0.013422,0.012265,0.000127,28.8967,0.7711,18.9070,12.49
690,0.000040,0.013653,0.012482,0.000129,28.8105,0.7709,19.3851,12.57
691,0.000040,0.013414,0.012263,0.000127,28.9018,0.7719,18.7797,12.32
692,0.000040,0.013752,0.012548,0.000133,28.7979,0.7710,19.4062,12.44
693,0.000040,0.013532,0.012380,0.000127,28.8325,0.7718,19.0775,12.44
694,0.000040,0.013219,0.012099,0.000124,28.8069,0.7713,19.3375,12.49
695,0.000040,0.013255,0.012125,0.000126,28.8752,0.7718,18.9559,12.56
696,0.000040,0.013615,0.012456,0.000129,28.8818,0.7716,18.9874,12.56
697,0.000040,0.013362,0.012237,0.000125,28.8278,0.7702,19.3112,12.15
698,0.000040,0.013381,0.012257,0.000125,28.9316,0.7724,18.8998,11.97
699,0.000040,0.013741,0.012562,0.000132,28.7990,0.7702,19.4227,12.18
700,0.000040,0.013331,0.012215,0.000125,28.8579,0.7718,19.0301,12.10
701,0.000040,0.013384,0.012249,0.000127,28.8927,0.7725,18.9372,12.33
702,0.000040,0.013143,0.012028,0.000125,28.8224,0.7713,19.2581,12.26
703,0.000040,0.013459,0.012344,0.000126,28.8354,0.7724,19.1581,12.22
704,0.000040,0.013397,0.012290,0.000125,28.8520,0.7724,19.1595,12.43
705,0.000040,0.013282,0.012174,0.000125,28.8253,0.7715,19.2630,12.47
706,0.000040,0.013366,0.012240,0.000127,28.8905,0.7722,18.9107,12.22
707,0.000040,0.013162,0.012062,0.000125,28.8612,0.7716,19.1450,11.93
708,0.000040,0.013539,0.012398,0.000130,28.8980,0.7716,18.9720,12.03
709,0.000040,0.014080,0.012888,0.000136,28.7998,0.7716,19.4472,12.43
710,0.000040,0.013846,0.012699,0.000131,28.9359,0.7721,18.6536,12.71
711,0.000040,0.013536,0.012413,0.000128,28.7605,0.7706,19.6200,12.31
712,0.000040,0.013566,0.012444,0.000128,28.9107,0.7728,18.7401,12.22
713,0.000040,0.013285,0.012162,0.000129,28.8911,0.7717,19.0648,12.07
714,0.000040,0.013232,0.012147,0.000125,28.8494,0.7719,19.2464,12.22
715,0.000040,0.013565,0.012448,0.000129,28.8620,0.7711,19.0131,12.51
716,0.000040,0.013697,0.012584,0.000128,28.9173,0.7729,18.9596,12.58
717,0.000040,0.013561,0.012478,0.000125,28.7796,0.7706,19.6383,12.20
718,0.000040,0.013938,0.012752,0.000137,28.9418,0.7725,18.6585,12.25
719,0.000040,0.013523,0.012374,0.000133,28.8103,0.7726,19.3277,12.21
720,0.000040,0.013586,0.012468,0.000130,28.8398,0.7718,19.0202,12.48
721,0.000040,0.013361,0.012256,0.000129,28.8433,0.7729,19.2615,12.20
722,0.000040,0.013401,0.012316,0.000127,28.8511,0.7728,19.0017,12.55
723,0.000040,0.013378,0.012269,0.000130,28.8777,0.7728,19.1678,12.18
724,0.000040,0.013323,0.012241,0.000127,28.8370,0.7723,19.1409,12.23
725,0.000040,0.012896,0.011826,0.000125,28.9086,0.7732,19.0984,12.47
726,0.000040,0.013250,0.012154,0.000129,28.8483,0.7722,19.2150,12.30
727,0.000040,0.013509,0.012390,0.000132,28.9424,0.7738,18.8485,12.52
728,0.000040,0.013311,0.012243,0.000126,28.7946,0.7725,19.2165,12.48
729,0.000040,0.013075,0.012013,0.000125,28.9062,0.7737,19.0355,12.19
730,0.000040,0.013332,0.012234,0.000130,28.8658,0.7735,19.0510,12.06
731,0.000040,0.013776,0.012648,0.000134,28.8866,0.7731,19.1084,12.22
732,0.000040,0.013430,0.012345,0.000129,28.8811,0.7722,19.0463,12.06
733,0.000040,0.013146,0.012094,0.000125,28.9299,0.7736,18.7206,12.35
734,0.000040,0.013187,0.012136,0.000125,28.9312,0.7734,18.9937,12.54
735,0.000040,0.013191,0.012128,0.000127,28.8637,0.7728,19.1935,12.27
736,0.000040,0.013354,0.012290,0.000127,28.8649,0.7730,19.0678,12.33
737,0.000040,0.013467,0.012410,0.000127,28.9531,0.7740,18.8460,12.45
738,0.000040,0.013057,0.012020,0.000125,28.8565,0.7729,19.0946,12.38
739,0.000040,0.012934,0.011909,0.000123,28.8809,0.7738,18.9899,10.48
740,0.000040,0.013225,0.012168,0.000128,28.8585,0.7734,19.2050,10.20
741,0.000040,0.013358,0.012319,0.000126,28.8807,0.7734,19.2049,10.05
742,0.000040,0.013217,0.012181,0.000125,28.9679,0.7737,18.7799,10.15
743,0.000040,0.013009,0.011958,0.000128,28.8866,0.7740,18.8916,10.20
744,0.000040,0.013260,0.012201,0.000129,28.8806,0.7732,19.1572,10.15
745,0.000040,0.013104,0.012075,0.000125,28.9540,0.7736,18.7663,10.38
746,0.000040,0.013418,0.012371,0.000128,28.9187,0.7738,18.8914,10.18
747,0.000040,0.013256,0.012214,0.000127,28.8863,0.7740,19.1045,10.20
748,0.000040,0.013056,0.012035,0.000125,28.9081,0.7745,18.9609,10.15
749,0.000040,0.013076,0.012047,0.000126,28.8822,0.7738,18.9081,9.98
750,0.000040,0.012923,0.011914,0.000124,28.9799,0.7746,18.6102,10.22
751,0.000040,0.013310,0.012246,0.000131,28.8032,0.7722,19.6527,10.19
752,0.000040,0.013123,0.012095,0.000127,28.9097,0.7733,18.5916,10.17
753,0.000040,0.013345,0.012311,0.000128,28.9146,0.7744,19.1900,10.20
754,0.000040,0.013126,0.012120,0.000125,28.8523,0.7744,19.0981,9.97
755,0.000040,0.013413,0.012368,0.000130,28.8818,0.7742,19.0622,10.22
756,0.000040,0.013051,0.012037,0.000126,28.8989,0.7749,18.9095,9.90
757,0.000040,0.013154,0.012133,0.000127,28.9778,0.7754,18.6387,10.05
758,0.000040,0.013172,0.012141,0.000129,28.8356,0.7736,19.3942,10.18
759,0.000040,0.012770,0.011782,0.000124,28.9094,0.7746,18.9100,9.98
760,0.000040,0.013165,0.012133,0.000129,28.9386,0.7748,18.9236,10.22
761,0.000040,0.013128,0.012113,0.000128,28.8739,0.7745,19.2685,10.28
762,0.000040,0.013257,0.012234,0.000129,28.8534,0.7741,19.0740,10.15
763,0.000040,0.013239,0.012222,0.000128,28.8896,0.7749,19.0671,9.98
764,0.000040,0.013900,0.012810,0.000138,28.8576,0.7751,19.1733,10.21
765,0.000040,0.013351,0.012350,0.000127,28.9381,0.7742,18.7415,10.01
766,0.000040,0.013237,0.012232,0.000128,28.8228,0.7742,19.4227,10.20
767,0.000040,0.013194,0.012175,0.000130,28.8634,0.7742,18.9437,10.42
768,0.000040,0.013188,0.012152,0.000132,28.9712,0.7755,18.8394,10.48
769,0.000040,0.012972,0.011975,0.000127,28.8210,0.7748,19.1388,10.00
770,0.000040,0.012785,0.011815,0.000124,28.9079,0.7748,19.0103,10.20
771,0.000040,0.013588,0.012549,0.000133,28.9218,0.7738,19.1124,10.00
772,0.000040,0.013680,0.012668,0.000130,28.9634,0.7747,18.6271,10.05
773,0.000040,0.013010,0.012031,0.000126,29.0269,0.7759,18.4977,10.17
774,0.000040,0.013513,0.012482,0.000133,28.8594,0.7743,19.4065,10.38
775,0.000040,0.013132,0.012116,0.000131,28.9164,0.7750,18.8354,10.14
776,0.000040,0.012588,0.011625,0.000125,28.8725,0.7760,18.9845,9.97
777,0.000040,0.012859,0.011882,0.000127,28.9310,0.7750,19.0665,9.96
778,0.000040,0.013045,0.012072,0.000127,28.8892,0.7761,19.0208,12.05
779,0.000040,0.012601,0.011637,0.000126,28.9623,0.7757,18.8930,11.95
780,0.000040,0.013080,0.012071,0.000132,28.9220,0.7764,18.8924,12.17
781,0.000040,0.012958,0.011967,0.000130,28.9776,0.7760,18.7268,12.06
782,0.000040,0.012934,0.011966,0.000127,28.9203,0.7752,19.0553,12.16
783,0.000040,0.013151,0.012189,0.000126,28.9094,0.7752,18.9220,12.19
784,0.000040,0.012730,0.011793,0.000123,29.0141,0.7761,18.6702,12.30
785,0.000040,0.013163,0.012149,0.000134,28.8762,0.7755,19.3589,11.93
786,0.000040,0.012967,0.012000,0.000128,28.9165,0.7756,18.6059,11.92
787,0.000040,0.012897,0.011939,0.000127,28.9450,0.7770,18.9539,12.23
788,0.000040,0.012931,0.011947,0.000131,28.9109,0.7759,19.0234,12.19
789,0.000040,0.012859,0.011912,0.000126,28.8799,0.7749,18.8514,12.02
790,0.000040,0.012769,0.011821,0.000126,28.9658,0.7765,19.1281,11.94
791,0.000040,0.012891,0.011945,0.000126,28.8136,0.7753,19.1285,12.10
792,0.000040,0.012979,0.012011,0.000130,28.9552,0.7765,18.7624,12.19
793,0.000040,0.012428,0.011516,0.000122,28.9147,0.7765,18.9593,12.15
794,0.000040,0.012606,0.011680,0.000125,29.0392,0.7768,18.6085,12.43
795,0.000040,0.012921,0.011969,0.000128,28.9312,0.7761,19.1405,12.20
796,0.000040,0.012649,0.011723,0.000125,28.9691,0.7772,18.5774,12.31
797,0.000040,0.012487,0.011560,0.000126,28.8885,0.7775,19.0345,12.13
798,0.000040,0.012781,0.011852,0.000126,28.8703,0.7763,19.0900,12.26
799,0.000040,0.013489,0.012515,0.000132,28.8768,0.7753,19.2808,12.58
800,0.000040,0.012844,0.011926,0.000125,29.0233,0.7754,18.2864,12.40
801,0.000040,0.012738,0.011824,0.000125,29.0039,0.7770,18.7452,12.58
802,0.000040,0.013274,0.012295,0.000134,28.8452,0.7759,19.1486,12.70
803,0.000040,0.012878,0.011956,0.000126,29.0498,0.7767,18.6872,12.48
804,0.000040,0.013146,0.012198,0.000130,28.8859,0.7781,18.8866,12.42
805,0.000040,0.013183,0.012267,0.000126,28.8798,0.7770,19.1979,12.18
806,0.000040,0.012713,0.011802,0.000126,28.9115,0.7772,18.9188,12.19
807,0.000040,0.013010,0.012053,0.000132,28.9183,0.7767,19.0276,12.16
808,0.000040,0.012814,0.011891,0.000128,29.0019,0.7782,18.6188,12.41
809,0.000040,0.012785,0.011885,0.000125,28.9978,0.7777,18.6047,12.22
810,0.000040,0.013023,0.012073,0.000132,28.8221,0.7756,19.5939,12.32
811,0.000040,0.012735,0.011822,0.000127,29.0074,0.7769,18.4146,12.31
812,0.000040,0.012806,0.011890,0.000128,28.9510,0.7769,19.0549,12.17
813,0.000040,0.012711,0.011805,0.000127,28.9393,0.7772,18.9036,12.44
814,0.000040,0.012624,0.011737,0.000125,28.9989,0.7787,18.7019,12.49
815,0.000040,0.012801,0.011898,0.000127,28.9494,0.7776,18.8915,12.00
816,0.000040,0.012957,0.012031,0.000131,28.8662,0.7768,19.2940,12.29
817,0.000040,0.013276,0.012325,0.000135,28.9351,0.7781,18.8016,13.20
818,0.000040,0.012918,0.012018,0.000128,28.8563,0.7762,19.3137,13.15
819,0.000040,0.012697,0.011818,0.000125,29.0089,0.7780,18.5372,13.41
820,0.000040,0.012494,0.011625,0.000124,28.9715,0.7773,19.1704,12.53
821,0.000040,0.012880,0.011991,0.000127,28.9796,0.7772,18.6582,12.61
822,0.000040,0.012917,0.012011,0.000130,28.9868,0.7784,18.7870,12.49
823,0.000040,0.012665,0.011799,0.000124,28.8303,0.7778,19.3125,12.78
824,0.000040,0.012929,0.012018,0.000131,28.9364,0.7763,18.5753,12.57
825,0.000040,0.012726,0.011833,0.000129,28.9174,0.7787,19.2621,12.60
826,0.000040,0.012740,0.011865,0.000126,28.9482,0.7785,18.9426,13.00
827,0.000040,0.012696,0.011807,0.000129,28.8808,0.7772,19.2645,12.51
828,0.000040,0.012498,0.011636,0.000125,29.0027,0.7780,18.5538,12.73
829,0.000040,0.012220,0.011370,0.000124,28.9242,0.7785,19.0133,12.53
830,0.000040,0.012546,0.011663,0.000129,28.9353,0.7785,18.8890,12.57
831,0.000040,0.012569,0.011678,0.000130,28.9123,0.7780,19.0610,12.53
832,0.000040,0.012380,0.011519,0.000126,28.9648,0.7792,18.8386,12.53
833,0.000040,0.012502,0.011636,0.000127,28.9968,0.7793,18.8063,12.55
834,0.000040,0.012995,0.012073,0.000136,28.9707,0.7790,18.8148,12.40
835,0.000040,0.012303,0.011457,0.000125,28.9792,0.7801,18.6754,12.09
836,0.000040,0.012640,0.011760,0.000130,29.0770,0.7787,18.6544,12.57
837,0.000040,0.012964,0.012067,0.000133,28.8720,0.7784,19.1583,12.56
838,0.000040,0.012567,0.011698,0.000129,28.9022,0.7769,19.0475,12.67
839,0.000040,0.012573,0.011707,0.000129,29.0124,0.7783,18.6072,12.28
840,0.000040,0.012888,0.011994,0.000133,28.9264,0.7787,19.3382,12.22
841,0.000040,0.012854,0.011955,0.000134,28.9724,0.7788,18.6948,12.25
842,0.000040,0.012397,0.011543,0.000128,29.0371,0.7793,18.6054,12.63
843,0.000040,0.012585,0.011718,0.000130,29.0062,0.7796,18.8847,12.25
844,0.000040,0.012653,0.011795,0.000129,28.9691,0.7793,18.7168,12.21
845,0.000040,0.012237,0.011397,0.000127,28.9425,0.7794,18.9818,12.24
846,0.000040,0.012563,0.011714,0.000128,29.0091,0.7801,18.6372,12.40
847,0.000040,0.012145,0.011332,0.000123,28.9000,0.7799,19.0525,12.23
848,0.000040,0.012588,0.011755,0.000127,29.0151,0.7796,18.7695,12.01
849,0.000040,0.012308,0.011476,0.000127,28.9556,0.7796,18.8494,11.86
850,0.000040,0.012473,0.011633,0.000128,29.0548,0.7803,18.5496,11.95
851,0.000040,0.012548,0.011698,0.000130,28.9996,0.7805,18.8566,11.80
852,0.000040,0.012579,0.011725,0.000131,28.9726,0.7791,18.5408,12.00
853,0.000040,0.012229,0.011408,0.000126,28.9844,0.7798,18.7658,12.39
854,0.000040,0.012328,0.011523,0.000124,28.9960,0.7809,18.7399,12.15
855,0.000040,0.012409,0.011573,0.000129,29.0718,0.7807,18.7554,11.89
856,0.000040,0.012359,0.011540,0.000127,29.0569,0.7796,18.2169,12.25
857,0.000040,0.012537,0.011713,0.000128,28.9942,0.7796,18.9414,12.56
858,0.000040,0.012119,0.011319,0.000125,28.9783,0.7813,18.6692,12.24
859,0.000040,0.012385,0.011578,0.000126,28.9799,0.7802,18.8971,11.98
860,0.000040,0.012149,0.011337,0.000127,28.9716,0.7803,18.9370,12.35
861,0.000040,0.012139,0.011341,0.000125,29.0335,0.7807,18.4888,12.26
862,0.000040,0.012226,0.011415,0.000128,29.0705,0.7803,18.8136,12.03
863,0.000040,0.012429,0.011633,0.000126,28.9357,0.7804,18.7728,11.93
864,0.000040,0.012303,0.011510,0.000126,29.0230,0.7792,18.8910,12.26
865,0.000040,0.012110,0.011322,0.000125,28.9768,0.7812,18.6156,12.13
866,0.000040,0.012001,0.011217,0.000125,28.9358,0.7800,19.1021,12.03
867,0.000040,0.012356,0.011552,0.000128,29.0304,0.7802,18.4250,11.95
868,0.000040,0.012342,0.011544,0.000127,29.0419,0.7812,18.7233,12.15
869,0.000040,0.012227,0.011434,0.000127,29.1248,0.7819,18.3683,12.27
870,0.000040,0.012112,0.011322,0.000127,29.1513,0.7801,18.1415,12.46
871,0.000040,0.012247,0.011462,0.000126,28.9191,0.7818,19.0419,11.13
872,0.000040,0.012473,0.011678,0.000128,28.8210,0.7790,19.2981,10.35
873,0.000040,0.012356,0.011545,0.000131,29.0431,0.7807,18.3470,10.17
874,0.000040,0.012947,0.012126,0.000133,29.0739,0.7814,18.7409,10.22
875,0.000040,0.012206,0.011430,0.000126,29.1138,0.7823,18.4596,10.14
876,0.000040,0.012660,0.011852,0.000132,29.0490,0.7804,18.5236,10.00
877,0.000040,0.012317,0.011525,0.000129,29.0556,0.7823,18.3427,9.93
878,0.000040,0.012455,0.011663,0.000130,29.0403,0.7813,18.6723,10.06
879,0.000040,0.012297,0.011521,0.000128,29.1288,0.7807,18.5503,9.88
880,0.000040,0.013182,0.012394,0.000130,28.9745,0.7817,18.9626,10.45
881,0.000040,0.012685,0.011901,0.000130,29.1249,0.7817,18.3260,11.87
882,0.000040,0.012518,0.011750,0.000127,29.0783,0.7819,18.6725,12.15
883,0.000040,0.012665,0.011907,0.000126,28.9894,0.7814,18.7428,12.40
884,0.000040,0.012787,0.012027,0.000127,28.9626,0.7825,18.3546,12.31
885,0.000040,0.012772,0.011998,0.000129,29.0973,0.7816,18.4925,12.61
886,0.000040,0.013326,0.012543,0.000131,29.1481,0.7807,18.3891,12.49
887,0.000040,0.012778,0.012001,0.000130,28.9524,0.7816,18.7536,12.97
888,0.000040,0.012152,0.011396,0.000127,28.8787,0.7799,19.0290,12.37
889,0.000040,0.012563,0.011781,0.000132,29.0527,0.7825,18.6029,12.34
890,0.000040,0.012167,0.011414,0.000127,28.9892,0.7814,18.5592,12.06
891,0.000040,0.012282,0.011512,0.000131,29.1469,0.7824,18.3700,10.40
892,0.000040,0.012051,0.011301,0.000128,29.1143,0.7826,18.3210,10.17
893,0.000040,0.012275,0.011506,0.000131,28.9913,0.7824,18.9049,10.21
894,0.000040,0.012008,0.011272,0.000126,28.9929,0.7820,18.6713,10.20
895,0.000040,0.011814,0.011085,0.000125,29.0270,0.7821,18.5359,10.39
896,0.000040,0.012344,0.011582,0.000131,29.0652,0.7829,18.5012,10.39
897,0.000040,0.012043,0.011295,0.000129,29.0638,0.7834,18.4130,10.20
898,0.000040,0.012073,0.011332,0.000128,28.9579,0.7831,18.9455,12.15
899,0.000040,0.011796,0.011066,0.000127,29.0633,0.7825,18.3261,12.59
900,0.000008,0.012609,0.011827,0.000136,29.1157,0.7835,18.1763,12.16
901,0.000008,0.011931,0.011213,0.000125,29.0561,0.7826,18.5259,12.45
902,0.000008,0.012155,0.011397,0.000133,29.0389,0.7830,18.7124,12.00
903,0.000008,0.011676,0.010970,0.000124,29.0732,0.7833,18.5521,12.39
904,0.000008,0.011877,0.011155,0.000127,29.0660,0.7829,18.5144,12.06
905,0.000008,0.011726,0.011006,0.000127,29.0743,0.7831,18.5184,12.24
906,0.000008,0.011823,0.011112,0.000126,29.0582,0.7835,18.6310,12.36
907,0.000008,0.012080,0.011349,0.000129,29.0809,0.7833,18.4937,12.48
908,0.000008,0.012088,0.011362,0.000129,29.0600,0.7836,18.5224,12.53
909,0.000008,0.012208,0.011470,0.000131,29.0850,0.7834,18.4746,12.43
910,0.000008,0.012434,0.011673,0.000136,29.0405,0.7828,18.6637,12.23
911,0.000008,0.011589,0.010896,0.000124,29.0765,0.7835,18.5579,12.12
912,0.000008,0.011729,0.011034,0.000125,29.0811,0.7833,18.4706,12.51
913,0.000008,0.011905,0.011200,0.000127,29.0729,0.7834,18.5038,12.53
914,0.000008,0.011842,0.011140,0.000127,29.0736,0.7839,18.5541,12.18
915,0.000008,0.011670,0.010979,0.000125,29.0419,0.7832,18.6236,12.16
916,0.000008,0.012183,0.011464,0.000131,29.0876,0.7835,18.5781,12.43
917,0.000008,0.012077,0.011366,0.000130,29.0726,0.7837,18.5124,10.97
918,0.000008,0.011892,0.011201,0.000127,29.0598,0.7838,18.6241,10.25
919,0.000008,0.011722,0.011039,0.000125,29.0879,0.7836,18.4386,10.23
920,0.000008,0.011978,0.011272,0.000130,29.0730,0.7836,18.4462,12.30
921,0.000008,0.011929,0.011225,0.000130,29.0757,0.7836,18.5219,12.08
922,0.000008,0.011808,0.011113,0.000129,29.0613,0.7838,18.5936,12.41
923,0.000008,0.011911,0.011210,0.000130,29.0903,0.7834,18.4436,10.59
924,0.000008,0.012008,0.011317,0.000129,29.0455,0.7835,18.6399,10.02
925,0.000008,0.011788,0.011107,0.000127,29.0757,0.7838,18.5039,10.40
926,0.000008,0.011684,0.011017,0.000125,29.0798,0.7838,18.4502,12.02
927,0.000008,0.012041,0.011337,0.000132,29.0699,0.7837,18.5441,12.25
928,0.000008,0.011735,0.011074,0.000124,29.0818,0.7839,18.4960,12.26
929,0.000008,0.012168,0.011463,0.000133,29.0550,0.7828,18.5784,12.12
930,0.000008,0.011768,0.011101,0.000126,29.0834,0.7840,18.4568,10.58
931,0.000008,0.011938,0.011265,0.000128,29.0546,0.7833,18.6504,10.15
932,0.000008,0.012023,0.011336,0.000131,29.0803,0.7838,18.5801,10.19
933,0.000008,0.011838,0.011178,0.000126,29.0793,0.7833,18.5130,10.18
934,0.000008,0.011791,0.011130,0.000127,29.0866,0.7837,18.4420,9.95
935,0.000008,0.011702,0.011049,0.000125,29.0942,0.7836,18.4798,10.23
936,0.000008,0.011918,0.011254,0.000128,29.0745,0.7841,18.5438,9.98
937,0.000008,0.011819,0.011169,0.000126,29.0766,0.7835,18.4334,9.97
938,0.000008,0.012013,0.011337,0.000131,29.0899,0.7837,18.4708,10.23
939,0.000008,0.011830,0.011177,0.000127,29.0639,0.7838,18.5525,9.98
940,0.000008,0.011738,0.011087,0.000127,29.0858,0.7839,18.4382,10.15
941,0.000008,0.011902,0.011242,0.000129,29.0643,0.7839,18.5421,10.08
942,0.000008,0.011707,0.011063,0.000126,29.0899,0.7840,18.4629,10.05
943,0.000008,0.011828,0.011180,0.000128,29.0832,0.7841,18.4755,10.16
944,0.000008,0.012144,0.011458,0.000136,29.0708,0.7836,18.5340,10.18
945,0.000008,0.011904,0.011236,0.000132,29.0802,0.7838,18.5007,9.99
946,0.000008,0.011939,0.011278,0.000132,29.0708,0.7838,18.5619,9.98
947,0.000008,0.011682,0.011051,0.000126,29.0638,0.7838,18.5272,10.23
948,0.000008,0.011873,0.011235,0.000128,29.0821,0.7837,18.5455,9.94
949,0.000008,0.011657,0.011022,0.000128,29.0940,0.7845,18.3877,10.33
950,0.000008,0.011890,0.011247,0.000130,29.0445,0.7841,18.5824,10.18
951,0.000008,0.012057,0.011397,0.000133,29.0803,0.7838,18.5289,10.01
952,0.000008,0.011715,0.011081,0.000129,29.0965,0.7841,18.4751,9.97
953,0.000008,0.011696,0.011073,0.000127,29.0400,0.7836,18.6367,10.20
954,0.000008,0.011485,0.010877,0.000124,29.1114,0.7841,18.3206,9.98
955,0.000008,0.011610,0.010989,0.000127,29.0873,0.7845,18.4192,9.96
956,0.000008,0.011713,0.011086,0.000129,29.0609,0.7841,18.6127,10.21
957,0.000008,0.011911,0.011274,0.000131,29.0858,0.7839,18.4349,10.13
958,0.000008,0.011743,0.011119,0.000129,29.0545,0.7840,18.6231,9.95
959,0.000008,0.011641,0.011030,0.000127,29.0863,0.7842,18.5181,9.97
960,0.000008,0.011577,0.010968,0.000127,29.0797,0.7835,18.5288,10.03
961,0.000008,0.012078,0.011421,0.000137,29.0810,0.7845,18.5453,10.31
962,0.000008,0.011879,0.011259,0.000130,29.0938,0.7843,18.4752,10.18
963,0.000008,0.011564,0.010971,0.000125,29.0814,0.7843,18.5133,10.21
964,0.000008,0.012167,0.011523,0.000136,29.0818,0.7839,18.5691,12.00
965,0.000008,0.011636,0.011043,0.000125,29.0683,0.7843,18.4925,12.24
966,0.000008,0.011783,0.011187,0.000127,29.0820,0.7841,18.5140,12.44
967,0.000008,0.011606,0.011015,0.000126,29.0843,0.7842,18.5042,12.41
968,0.000008,0.011886,0.011274,0.000131,29.0975,0.7841,18.5446,12.50
969,0.000008,0.011762,0.011158,0.000130,29.0919,0.7841,18.4649,12.65
970,0.000008,0.011716,0.011112,0.000130,29.0879,0.7844,18.4548,12.49
971,0.000008,0.011807,0.011208,0.000130,29.0808,0.7842,18.4626,12.24
972,0.000008,0.011679,0.011090,0.000128,29.0571,0.7845,18.5676,12.60
973,0.000008,0.011648,0.011070,0.000126,29.1052,0.7847,18.4123,12.50
974,0.000008,0.011797,0.011205,0.000129,29.0614,0.7841,18.5405,12.12
975,0.000008,0.011713,0.011116,0.000131,29.0704,0.7844,18.4934,12.41
976,0.000008,0.011729,0.011142,0.000129,29.1228,0.7846,18.3377,12.06
977,0.000008,0.011481,0.010907,0.000127,29.0300,0.7847,18.6216,12.16
978,0.000008,0.011556,0.010986,0.000126,29.1203,0.7847,18.3968,12.04
979,0.000008,0.012013,0.011410,0.000134,29.0662,0.7844,18.5188,12.02
980,0.000008,0.011389,0.010829,0.000125,29.1087,0.7849,18.3477,12.34
981,0.000008,0.011771,0.011191,0.000130,29.0752,0.7842,18.5524,12.48
982,0.000008,0.011526,0.010959,0.000127,29.1121,0.7847,18.4158,12.28
983,0.000008,0.012012,0.011408,0.000136,29.0525,0.7842,18.5586,12.36
984,0.000008,0.011666,0.011102,0.000127,29.0725,0.7840,18.6317,12.60
985,0.000008,0.012073,0.011477,0.000135,29.0875,0.7844,18.3997,10.61
986,0.000008,0.011667,0.011086,0.000132,29.0606,0.7843,18.5376,10.81
987,0.000008,0.011582,0.011021,0.000128,29.1066,0.7844,18.4778,11.04
988,0.000008,0.011505,0.010950,0.000127,29.0782,0.7847,18.3941,10.54
989,0.000008,0.011821,0.011261,0.000129,29.0849,0.7840,18.4780,10.24
990,0.000008,0.011966,0.011394,0.000132,29.0969,0.7843,18.5250,10.33
991,0.000008,0.011789,0.011211,0.000134,29.0800,0.7844,18.4713,10.35
992,0.000008,0.011764,0.011199,0.000132,29.0972,0.7844,18.4910,10.13
993,0.000008,0.011814,0.011253,0.000131,29.0891,0.7846,18.4754,10.43
994,0.000008,0.011909,0.011352,0.000131,29.0581,0.7840,18.5195,11.19
995,0.000008,0.011471,0.010933,0.000127,29.1122,0.7848,18.4719,10.35
996,0.000008,0.011346,0.010812,0.000126,29.0895,0.7847,18.3799,12.74
997,0.000008,0.011163,0.010634,0.000125,29.0822,0.7845,18.4463,13.05
998,0.000008,0.011585,0.011046,0.000128,29.1205,0.7847,18.4103,13.34
999,0.000008,0.011694,0.011143,0.000132,29.0831,0.7842,18.4790,10.87
1000,0.000008,0.011332,0.010802,0.000127,29.0819,0.7846,18.5550,10.20
1001,0.000008,0.011391,0.010866,0.000127,29.0880,0.7847,18.4715,10.63
1002,0.000008,0.011702,0.011154,0.000132,29.0615,0.7843,18.5999,10.33
1003,0.000008,0.011754,0.011221,0.000129,29.0864,0.7839,18.4722,12.85
1004,0.000008,0.011697,0.011157,0.000132,29.0984,0.7846,18.4663,12.61
1005,0.000008,0.011509,0.010979,0.000130,29.0887,0.7850,18.5306,13.22
1006,0.000008,0.011749,0.011208,0.000133,29.0805,0.7845,18.4463,13.51
1007,0.000008,0.012078,0.011525,0.000136,29.0966,0.7849,18.4731,12.83
1008,0.000008,0.011820,0.011290,0.000131,29.0746,0.7839,18.5096,13.10
1009,0.000008,0.011663,0.011134,0.000131,29.0809,0.7848,18.3707,12.30
